Thời tiết,Nhiệt độ,Độ ẩm,Gió,Áp suất, PM2.5 , PM10 , O3 , NO2 , SO2 , CO ,target
Mây rải rác,25°C,94%,3.7 km/h,1012 mbar,21.1,,,,,,Trung bình
Trời quang,17°C,89%,1.9 km/h,1014 mbar,38.2*,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Mưa,24°C,94%,0 km/h,1009 mbar,6.7,,,,,,Tốt
Nhiều mây,20°C,97%,2.4 km/h,1014 mbar,60.2*,,,,,,Không lành mạnh
Trời quang,31°C,19%,20.4 km/h,979 mbar,7,,,,,,Tốt
Nhiều mây,0°C,93%,3.7 km/h,1012 mbar,85.7,,,,,,Không lành mạnh
Ít mây,8°C,33%,3.9 km/h,1018 mbar,13.1*,,,,,,Trung bình
Ít mây,27°C,71%,18.7 km/h,1010 mbar,31,,,,,,Trung bình
Nhiều mây,8°C,73%,6 km/h,1026 mbar,33,64,81,14,11,500,Trung bình
Nhiều mây,0°C,88%,7.1 km/h,1013 mbar,1.1*,,,,,,Tốt
Trời quang,16°C,77%,7 km/h,1014 mbar,50.2,93,122.8,16.2,3.4,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,-8°C,62%,23.5 km/h,1026 mbar,10.5,67,,,,,Trung bình
Ít mây,28°C,36%,2 km/h,1007 mbar,20.5,,,,,,Trung bình
Nhiều mây,6°C,68%,8.2 km/h,1024 mbar,58,72,63.5,16,3.5,600,Không lành mạnh
Mây rải rác,7°C,79%,4.2 km/h,1019 mbar,20,32,45,9,4,700,Trung bình
Mây rải rác,1°C,74%,3.2 km/h,1008 mbar,,,,30,,0.5,Tốt
Nhiều mây,10°C,79%,10 km/h,1014 mbar,29.4,50.1,26.1,,,,Trung bình
Sương mù,23°C,94%,7.4 km/h,1014 mbar,27.2*,,,,,,Trung bình
Ít mây,6°C,87%,4.8 km/h,1020 mbar,18,,28,,,,Trung bình
Trời quang,-8°C,90%,6.7 km/h,1014 mbar,51.4,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,21°C,74%,10 km/h,1013 mbar,2,,,,,,Tốt
Nhiều mây,0°C,72%,8.6 km/h,1015 mbar,27.9,33.3,,34.6,102.1,,Trung bình
Trời quang,6°C,92%,3.6 km/h,1016 mbar,30.5,39,35,21.5,5.5,600,Trung bình
Ít mây,5°C,98%,6.2 km/h,1019 mbar,30,41,23,29.5,11,800,Trung bình
Nhiều mây,8°C,86%,9.2 km/h,1024 mbar,51,51.5,63.5,15,5,800,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,16°C,60%,5 km/h,1021 mbar,112,,,,,,Không lành mạnh
Trời quang,12°C,30%,8.6 km/h,1019 mbar,9.1*,,,,,,Tốt
Nhiều mây,22°C,85%,6.5 km/h,1013 mbar,36.2*,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Mây rải rác,18°C,82%,5.5 km/h,1018 mbar,23.1*,,,,,,Trung bình
Ít mây,25°C,82%,13 km/h,1012 mbar,10.6,15.9,1.1,2.1,,,Tốt
Trời quang,17°C,76%,11.1 km/h,1013 mbar,61.7,,,112.6,,,Không lành mạnh
Nhiều mây,0°C,85%,0.3 km/h,1003 mbar,23.1*,,,,,,Trung bình
Nhiều mây,-4°C,92%,10.7 km/h,1015 mbar,13.1*,,,,14.5*,,Trung bình
Ít mây,23°C,74%,0 km/h,1014 mbar,56,,,,,,Không lành mạnh
Nhiều mây,20°C,82%,8.6 km/h,1013 mbar,50,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,13°C,1%,11.1 km/h,1022 mbar,35,57,70,19,6.5,600,Trung bình
Nhiều mây,3°C,60%,13.7 km/h,1027 mbar,55,74,72.5,17,20.5,450,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,4°C,39%,5 km/h,1032 mbar,54,114,7.5,27,10,1344,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,20°C,66%,3.9 km/h,1011 mbar,26.2*,,,,,,Trung bình
Nhiều mây,12°C,93%,1.7 km/h,1023 mbar,58,16,21,23,8,600,Không lành mạnh
Nhiều mây,5°C,45%,6.5 km/h,1030 mbar,42.5,86,41,26,4,700,Không lành mạnh cho các nhóm nhạy cảm
Ít mây,-1°C,82%,4.8 km/h,1015 mbar,33,47,,,4.1,,Trung bình
Nhiều mây,1°C,91%,4.5 km/h,1011 mbar,20.8,30.3,,31.5,1.2,0.4,Trung bình
Trời quang,27°C,37%,4.1 km/h,1009 mbar,44.2*,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,0°C,77%,9.3 km/h,1011 mbar,60.8,,,,,,Không lành mạnh
Ít mây,5°C,96%,7.6 km/h,1018 mbar,31,44,,31,8,,Trung bình
Ít mây,8°C,89%,9 km/h,1017 mbar,47,62,30,25,9,600,Không lành mạnh cho các nhóm nhạy cảm
Ít mây,8°C,89%,8.9 km/h,1017 mbar,51,73,18,40,8,400,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,22°C,61%,12.9 km/h,1013 mbar,69.8,,,,,,Không lành mạnh
Trời quang,-13°C,28%,13.6 km/h,1035 mbar,3.5,12,57,3,1.5,200,Tốt
Ít mây,15°C,99%,0.8 km/h,1015 mbar,23,21.5,29.5,11,7.5,750,Trung bình
Ít mây,9°C,70%,8.1 km/h,1005 mbar,64.7,,,,,,Không lành mạnh
Trời quang,26°C,84%,6.9 km/h,1013 mbar,5.9,16,5.3,,,,Tốt
Nhiều mây,5°C,45%,6.3 km/h,1018 mbar,25.2*,,,,,,Trung bình
Nhiều mây,2°C,78%,7.1 km/h,1011 mbar,36.6,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Tuyết,-3°C,68%,33.5 km/h,1026 mbar,2.1*,,,,,,Tốt
Mưa,7°C,94%,7.2 km/h,1011 mbar,32.2,,0,,,,Trung bình
Nhiều mây,28°C,28%,3.2 km/h,1006 mbar,49.1,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,-5°C,88%,16.7 km/h,1011 mbar,27.6,28.2,,,4.4,,Trung bình
Nhiều mây,9°C,69%,10.5 km/h,1023 mbar,39,60,74.5,18,10,700,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,7°C,54%,12.7 km/h,1032 mbar,44.5,156,27,47.5,11,900,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,2°C,68%,5.4 km/h,1020 mbar,11.1*,,,,,,Tốt
Trời quang,17°C,76%,11.1 km/h,1014 mbar,36.2*,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Tuyết,-8°C,79%,18.4 km/h,1026 mbar,24,,,,,,Trung bình
Trời quang,17°C,64%,5.6 km/h,1021 mbar,55.1,79.5,,,,1,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,13°C,61%,11.6 km/h,1020 mbar,50.5,75.5,87.5,18,15,650,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,-11°C,81%,7 km/h,1035 mbar,20,39,33,32.5,4,600,Trung bình
Nhiều mây,8°C,71%,1.8 km/h,1011 mbar,49.3,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,1°C,90%,3.7 km/h,1009 mbar,63,,,,,,Không lành mạnh
Nhiều mây,20°C,66%,5.3 km/h,1014 mbar,39.2*,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,-9°C,75%,3.7 km/h,1034 mbar,34,95,16,48,9,1000,Trung bình
Ít mây,-7°C,95%,5.4 km/h,1016 mbar,15,16,,,5.9,,Trung bình
Tuyết,-7°C,91%,18.7 km/h,1026 mbar,9.3,,,,,,Tốt
Nhiều mây,17°C,69%,10.9 km/h,1015 mbar,43.5,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Mưa,7°C,91%,8.2 km/h,1015 mbar,22.2,22.1,1.3,,8.9,0,Trung bình
Trời quang,30°C,17%,16.7 km/h,1013 mbar,10,56.5,91,8.4,6.2,188.9,Trung bình
Ít mây,4°C,61%,9 km/h,1030 mbar,24,77,4,39,4,896,Trung bình
Trời quang,-2°C,81%,2.9 km/h,1015 mbar,27.6,34.7,26.6,22.4,4.9,,Trung bình
Nhiều mây,-3°C,89%,14.6 km/h,1012 mbar,32.3,34.4,,,,,Trung bình
Tuyết,-3°C,76%,24 km/h,1026 mbar,2.1*,,,,,,Tốt
Nhiều mây,17°C,69%,10.9 km/h,1015 mbar,43.5,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,7°C,94%,5.4 km/h,1014 mbar,20.3,47.8,9.7,,,402.6,Trung bình
Nhiều mây,6°C,38%,10.9 km/h,1028 mbar,29,51.5,,17,6.5,,Trung bình
Nhiều mây,6°C,54%,8.7 km/h,1028 mbar,55.5,74.5,44.5,34.5,15,800,Không lành mạnh
Mây rải rác,-17°C,48%,22.6 km/h,1019 mbar,19.5,31,40,7,5.5,,Trung bình
Nhiều mây,10°C,55%,9.9 km/h,1029 mbar,34,57.5,,38,,550,Trung bình
Nhiều mây,7°C,68%,8.7 km/h,1014 mbar,34.9,,,,,,Trung bình
Nhiều mây,11°C,94%,9.3 km/h,1011 mbar,35.6,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,-5°C,88%,3.4 km/h,1016 mbar,45.3,50.5,,73.7,,,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,9°C,73%,4.8 km/h,1022 mbar,42,83,40,36,14,600,Không lành mạnh cho các nhóm nhạy cảm
Mây rải rác,13°C,91%,3.9 km/h,1016 mbar,12,23,35,9,5,600,Tốt
Nhiều mây,23°C,69%,6.4 km/h,1013 mbar,14.5,,,,,,Trung bình
Nhiều mây,-2°C,90%,13 km/h,1011 mbar,88.1,,,,,,Không lành mạnh
Trời quang,26°C,52%,8 km/h,1013 mbar,23.1*,,,,,,Trung bình
Nhiều mây,0°C,57%,5 km/h,1015 mbar,51,64.9,7.2,36.9,4.9,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,-8°C,56%,23.8 km/h,1027 mbar,6,60,50,1.9,10.5,114.5,Trung bình
Mây rải rác,13°C,65%,6.6 km/h,1023 mbar,47,66,62,31,12,700,Không lành mạnh cho các nhóm nhạy cảm
Tuyết,0°C,95%,10.5 km/h,1027 mbar,14.5,16.5,43,10,6,600,Trung bình
Nhiều mây,-7°C,96%,8.4 km/h,1015 mbar,20.4,24,,41.6,,,Trung bình
Ít mây,26°C,81%,0 km/h,1009 mbar,25,,,,,,Trung bình
Nhiều mây,-2°C,94%,4.4 km/h,1026 mbar,24.4,,,,,,Trung bình
Nhiều mây,8°C,60%,9.9 km/h,1027 mbar,43,72,72,16.5,12,584,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,16°C,65%,3.2 km/h,1017 mbar,49.5,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Tuyết,-7°C,80%,54.7 km/h,1026 mbar,6,,,,,,Tốt
Nhiều mây,21°C,67%,12.8 km/h,1013 mbar,36.2*,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,20°C,79%,9.3 km/h,1014 mbar,27,,,,,,Trung bình
Mây rải rác,28°C,34%,3.2 km/h,1006 mbar,14,,,,,,Trung bình
Nhiều mây,20°C,74%,5.9 km/h,1016 mbar,16.9,27.4,,,3.9,,Trung bình
Nhiều mây,-8°C,61%,24 km/h,1027 mbar,1,46,60,1.9,10.5,343.5,Tốt
Nhiều mây,8°C,40%,2.4 km/h,1018 mbar,19.1*,,,,,,Trung bình
Trời quang,20°C,34%,11.1 km/h,1024 mbar,42,78,,,2.6,2209.9,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,-1°C,86%,7.4 km/h,1022 mbar,18.7,,,,,,Trung bình
Nhiều mây,9°C,56%,16.5 km/h,1022 mbar,41,60,71,,4.5,700,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,17°C,67%,7.5 km/h,1014 mbar,73.7,,,,,,Không lành mạnh
Nhiều mây,3°C,86%,2.4 km/h,1013 mbar,40,54.9,,22.2,4,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,-4°C,98%,7.5 km/h,1017 mbar,36.4,40.5,,,,,Không lành mạnh cho các nhóm nhạy cảm
Ít mây,-19°C,58%,24.2 km/h,1021 mbar,20,33,60,8,2,200,Trung bình
Sương mù,25°C,78%,3.7 km/h,1011 mbar,50.5,80,10,6.4,4,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,-7°C,93%,2.9 km/h,1016 mbar,,,3.2,,,,Tốt
Nhiều mây,6°C,54%,13.6 km/h,1030 mbar,33,117,40,39,11,600,Trung bình
Nhiều mây,-8°C,62%,23.5 km/h,1026 mbar,10.5,67,,,,,Trung bình
Trời quang,16°C,77%,7 km/h,1014 mbar,50.2,93,122.8,16.2,3.4,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,8°C,73%,6 km/h,1026 mbar,33,64,81,14,11,500,Trung bình
Nhiều mây,-18°C,77%,8 km/h,1007 mbar,28,43.5,53,7,10,273,Trung bình
Trời quang,2°C,64%,4.8 km/h,1031 mbar,47,67,26,24,5,500,Không lành mạnh cho các nhóm nhạy cảm
Ít mây,28°C,36%,2 km/h,1007 mbar,20.5,,,,,,Trung bình
