Thời tiết,Nhiệt độ,Độ ẩm,Gió,Áp suất, PM2.5 , PM10 , O3 , NO2 , SO2 , CO ,target
Nhiều mây,23°C,79%,3.1 km/h,1011 mbar,52.2*,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,18°C,43%,0 km/h,981 mbar,8,,,,,,Tốt
Nhiều mây,-2°C,93%,7.4 km/h,1014 mbar,138.9,,,,,,Không lành mạnh
Trời quang,11°C,24%,1.4 km/h,1015 mbar,15.1*,,,,,,Trung bình
Trời quang,28°C,65%,9.3 km/h,1013 mbar,41,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,10°C,65%,5.9 km/h,1022 mbar,52,79,95,17,11,500,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,-10°C,88%,10 km/h,1019 mbar,1.1*,,,,,,Tốt
Nhiều mây,20°C,47%,17.9 km/h,1013 mbar,42.2,79.2,49.2,19,3.7,,Không lành mạnh cho các nhóm nhạy cảm
Tuyết,0°C,86%,27.8 km/h,1018 mbar,25.5,104.5,,,,,Trung bình
Trời quang,16°C,89%,6.6 km/h,1008 mbar,41.5,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,8°C,76%,7.1 km/h,1019 mbar,54.5,69.5,52,26,3,600,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,12°C,66%,1.4 km/h,1011 mbar,29,47,75,11,5,600,Trung bình
Nhiều mây,2°C,65%,1.6 km/h,1010 mbar,36.2*,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,15°C,55%,5.5 km/h,1011 mbar,32.7,45.2,0.5,,,0,Trung bình
Sương mù,29°C,54%,5.5 km/h,1010 mbar,33.2*,,,,,,Trung bình
Trời quang,2°C,100%,5.5 km/h,1017 mbar,11.7,,,,,,Tốt
Trời quang,-7°C,89%,6.3 km/h,1014 mbar,24.1,19.2,,,,,Trung bình
Nhiều mây,25°C,66%,11.6 km/h,1010 mbar,0,,,,,,Tốt
Nhiều mây,1°C,56%,9.1 km/h,1016 mbar,55.9,123.7,,17.9,40.9,,Không lành mạnh
Trời quang,14°C,57%,9.6 km/h,1010 mbar,10,18.5,69,5.5,5,400,Tốt
Trời quang,13°C,63%,8 km/h,1011 mbar,10,26,64,12,6,650,Tốt
Nhiều mây,11°C,58%,9.9 km/h,1021 mbar,46,56,64,17,5,700,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,20°C,38%,6.6 km/h,1017 mbar,50,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,18°C,20%,7.7 km/h,1017 mbar,7.1*,,,,,,Tốt
Nhiều mây,25°C,60%,10 km/h,1010 mbar,26.2*,,,,,,Trung bình
Ít mây,21°C,78%,3.7 km/h,1017 mbar,28.2*,,,,,,Trung bình
Mây rải rác,28°C,76%,17.3 km/h,1009 mbar,25,39.9,1.4,,,,Trung bình
Trời quang,21°C,63%,14.8 km/h,1012 mbar,59,,,60.2,,,Không lành mạnh
Nhiều mây,0°C,93%,6 km/h,1004 mbar,8.1*,,,,,,Tốt
Nhiều mây,-2°C,87%,20.9 km/h,1013 mbar,12,15,,,6.3,,Tốt
Ít mây,28°C,56%,13 km/h,1011 mbar,35.5,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,25°C,69%,7.6 km/h,1011 mbar,30.5,,,,,,Trung bình
Nhiều mây,14°C,1%,12.2 km/h,1019 mbar,45,85,73,39,8,750,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,5°C,59%,14.2 km/h,1022 mbar,63.5,86.5,84.5,21,21.5,550,Không lành mạnh
Nhiều mây,9°C,24%,7.9 km/h,1028 mbar,43,106,24,40,8,886,Không lành mạnh cho các nhóm nhạy cảm
Ít mây,30°C,43%,6.7 km/h,1009 mbar,15.1*,,,,,,Trung bình
Nhiều mây,12°C,88%,2.7 km/h,1021 mbar,17,26,39,12,3,550,Trung bình
Nhiều mây,9°C,39%,6.1 km/h,1025 mbar,50,136,46,29.5,5,773,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,0°C,72%,9 km/h,1015 mbar,32,48.3,,,3.9,,Trung bình
Nhiều mây,1°C,100%,6.1 km/h,1012 mbar,24.2,30.2,5.8,25.3,1,0.4,Trung bình
Mây rải rác,31°C,36%,4.3 km/h,1012 mbar,38.2*,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,1°C,75%,7.4 km/h,1012 mbar,63.6,,,,,,Không lành mạnh
Trời quang,13°C,58%,8.7 km/h,1011 mbar,12,21,,,2,,Tốt
Trời quang,14°C,52%,9.9 km/h,1010 mbar,11,18,81,9,7,500,Tốt
Trời quang,14°C,52%,9.8 km/h,1010 mbar,9,24,82,12,6,100,Tốt
Nhiều mây,25°C,85%,8.5 km/h,1013 mbar,40,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,-12°C,32%,33 km/h,1034 mbar,9.5,146,61,3,6,300,Trung bình
Nhiều mây,22°C,72%,4.5 km/h,1011 mbar,20.5,27.5,60.5,13,7,750,Trung bình
Ít mây,12°C,44%,5.5 km/h,1006 mbar,25.6,,,,,,Trung bình
Mây rải rác,29°C,72%,13.4 km/h,1009 mbar,9.1,15,5.6,,42,,Tốt
Nhiều mây,6°C,37%,11.4 km/h,1016 mbar,24.1*,,,,,,Trung bình
Nhiều mây,1°C,71%,11.3 km/h,1011 mbar,33.5,,,,,,Trung bình
Mưa,2°C,48%,35.2 km/h,1021 mbar,6.1*,,,,,,Tốt
Nhiều mây,12°C,66%,16.7 km/h,1008 mbar,21.8,,0.8,,,0,Trung bình
Trời quang,17°C,89%,2.2 km/h,1006 mbar,91.8,,,,,,Không lành mạnh
Nhiều mây,-2°C,86%,25.9 km/h,1009 mbar,26.6,27.7,,,4.8,,Trung bình
Nhiều mây,14°C,58%,9.7 km/h,1020 mbar,42.5,59,83,21,8.5,600,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,10°C,48%,10 km/h,1028 mbar,33,93.5,63.5,38,9,700,Trung bình
Mây rải rác,2°C,55%,5.3 km/h,1018 mbar,14.1*,,,,,,Trung bình
Trời quang,21°C,62%,14.8 km/h,1013 mbar,44,,,42.3,,,Không lành mạnh cho các nhóm nhạy cảm
Tuyết,1°C,93%,31.5 km/h,1018 mbar,35,,,,,,Trung bình
Trời quang,21°C,40%,5.9 km/h,1017 mbar,98.3*,,,,,,Không lành mạnh
Trời quang,18°C,45%,11.3 km/h,1017 mbar,40.5,62,118.5,19,13.5,600,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,-11°C,75%,2.1 km/h,1039 mbar,39,52,36,29,5,550,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,9°C,70%,3.2 km/h,1012 mbar,30,,,,,,Trung bình
Sương mù,1°C,91%,7.4 km/h,1011 mbar,70,,,,,,Không lành mạnh
Nhiều mây,25°C,63%,8.9 km/h,1011 mbar,36.2*,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,-12°C,90%,2.5 km/h,1039 mbar,31,56.5,49,26,16,800,Trung bình
Nhiều mây,-3°C,83%,10.7 km/h,1015 mbar,16,23.3,,,,,Trung bình
Mưa,2°C,93%,31.5 km/h,1018 mbar,9.8,,,,,,Tốt
Trời quang,23°C,48%,10.7 km/h,1012 mbar,32,,,,,,Trung bình
Nhiều mây,8°C,93%,15.8 km/h,1013 mbar,23.7,25,14.8,,8.5,0,Trung bình
Trời quang,20°C,39%,0.5 km/h,1011 mbar,16,63,10,28.9,5.2,435.1,Trung bình
Nhiều mây,10°C,39%,4.8 km/h,1026 mbar,30,78.5,37.5,35.5,6,711,Trung bình
Trời quang,0°C,69%,3.5 km/h,1015 mbar,43.2,45.8,5.1,25.2,5.8,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,-2°C,80%,23.6 km/h,1010 mbar,21.9,22.9,,,,,Trung bình
Mưa,2°C,50%,33.2 km/h,1020 mbar,39,180,72,,,,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,23°C,48%,10.7 km/h,1012 mbar,32,,,,,,Trung bình
Nhiều mây,11°C,87%,7.2 km/h,1010 mbar,18.4,41.3,7.6,,,,Trung bình
Nhiều mây,9°C,37%,11.5 km/h,1022 mbar,31,55,98.5,25,7.5,726,Trung bình
Nhiều mây,7°C,57%,7.6 km/h,1023 mbar,41,76.5,94,20,11,650,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,-13°C,48%,23.4 km/h,1013 mbar,17.5,78,39,8.5,4.5,,Trung bình
Nhiều mây,12°C,47%,15 km/h,1025 mbar,50,85,57,57.5,10,600,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,9°C,71%,8.3 km/h,1012 mbar,49.4,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,15°C,82%,11.1 km/h,1010 mbar,12.1,,,,,,Trung bình
Nhiều mây,-3°C,91%,9.6 km/h,1011 mbar,19.4,19.7,,37.4,,,Trung bình
Trời quang,14°C,57%,5.4 km/h,1019 mbar,37,50,89,26,14,600,Không lành mạnh cho các nhóm nhạy cảm
Mây rải rác,17°C,72%,5.4 km/h,1011 mbar,26,38,36,14,5,600,Trung bình
Nhiều mây,15°C,90%,5.7 km/h,1015 mbar,25.8,,,,,,Trung bình
Nhiều mây,-1°C,90%,24.1 km/h,1009 mbar,42.6,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,27°C,57%,10.4 km/h,1012 mbar,30.2*,,,,,,Trung bình
Mây rải rác,1°C,49%,2.1 km/h,1016 mbar,41.8,47.9,12.2,20.9,3.6,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,0°C,86%,27.8 km/h,1018 mbar,13,80,,,,,Trung bình
Trời quang,14°C,55%,8 km/h,1019 mbar,45,67,85,27,8,650,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,0°C,96%,10.9 km/h,1022 mbar,20.5,34,28.5,19.5,10,750,Trung bình
Nhiều mây,-2°C,89%,17 km/h,1013 mbar,10,10.4,,22.5,5.5,,Tốt
Giông bão,27°C,89%,7.4 km/h,1007 mbar,25,,,,,,Trung bình
Nhiều mây,-10°C,97%,3.5 km/h,1029 mbar,20,,,,,,Trung bình
Nhiều mây,9°C,62%,9.2 km/h,1024 mbar,53,79,87,20.5,11,648,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,20°C,51%,3.2 km/h,1015 mbar,38.7,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Tuyết,0°C,66%,65.4 km/h,1020 mbar,3.9,,,,,,Tốt
Nhiều mây,27°C,67%,14.7 km/h,1010 mbar,28.2*,,,,,,Trung bình
Nhiều mây,25°C,69%,8.2 km/h,1011 mbar,19,,,,,,Trung bình
Trời quang,16°C,89%,7.1 km/h,1005 mbar,41,,,,,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,22°C,53%,16 km/h,1016 mbar,9.9,13.1,,,5.9,,Tốt
Nhiều mây,0°C,86%,27.8 km/h,1018 mbar,11,47,62,9.4,7.9,458,Tốt
Mây rải rác,12°C,30%,8.4 km/h,1016 mbar,16.1*,,,,,,Trung bình
Trời quang,10°C,67%,7.4 km/h,1023 mbar,30,48,22,60.2,2.6,1408.4,Trung bình
Trời quang,-2°C,86%,0 km/h,1019 mbar,11.9,,,,,,Tốt
Nhiều mây,14°C,50%,15 km/h,1019 mbar,44,67,82,26,8,800,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,21°C,54%,19.7 km/h,1013 mbar,65.5,,,,,,Không lành mạnh
Nhiều mây,5°C,69%,2.9 km/h,1012 mbar,23,35,,12.6,3.5,,Trung bình
Nhiều mây,-2°C,90%,14.6 km/h,1015 mbar,19.8,21.9,,,,,Trung bình
Nhiều mây,-17°C,49%,31.6 km/h,1017 mbar,25,36,57,11,5,300,Trung bình
Ít mây,30°C,62%,9.3 km/h,1008 mbar,21.4,33.5,,,,,Trung bình
Nhiều mây,-3°C,81%,5.7 km/h,1015 mbar,25.2,28,,,,,Trung bình
Nhiều mây,8°C,53%,12.6 km/h,1027 mbar,42,118,48,47.5,11,600,Không lành mạnh cho các nhóm nhạy cảm
Tuyết,0°C,86%,27.8 km/h,1018 mbar,25.5,104.5,,,,,Trung bình
Nhiều mây,20°C,47%,17.9 km/h,1013 mbar,42.2,79.2,49.2,19,3.7,,Không lành mạnh cho các nhóm nhạy cảm
Nhiều mây,10°C,65%,5.9 km/h,1022 mbar,52,79,95,17,11,500,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,-16°C,64%,18.8 km/h,1009 mbar,24,35,53,10,13,318,Trung bình
Nhiều mây,8°C,51%,6.5 km/h,1027 mbar,48,89,65,27,6,500,Không lành mạnh cho các nhóm nhạy cảm
Trời quang,16°C,89%,6.6 km/h,1008 mbar,41.5,,,,,,Không lành mạnh cho các nhóm nhạy cảm
